然后，一口烧饼，一口包子，一口花生米，似乎与几个小饿老虎竞赛呢。	Не удивительно, что Чжан Дагэ полон оптимизма.
	Девочка сидела на коленях у матери и клевала носом, но запах жареных лепешек прогнал сон, глазки ее стали круглыми, и она часто-часто заморгала.
	А Ин - этот мальчонка сразу запихнул в рот целый пирожок и схватил лепешку.
谁也没想起找筷子，手指原是在筷子以前发明出来的。	Потом проглотил еще пирожок и стал грызть орех.
更没人想到世界上还有碟子什么的。	С такой жадностью, как голодный тигренок.
李太太嚼着烧饼，眼睛看着菱，仿佛唯恐菱吃不饱，甚至于有点自己不吃也可以，只愿菱把包子都吃了的表示。	Никто и не подумал о палочках для еды, пальцы появились на свет значительно раньше, чем палочки.
菱的眼长得像妈妈，英的眼像爸爸，俩小人的鼻子，据说，都像祖母的。	И уж тем более никто не подумал о том, что на свете существуют тарелки.
	Не сводя глаз с дочки, госпожа Ли жевала лепешку с таким видом, будто хотела сказать, что сама может не есть, главное, чтобы дочка наелась.
菱没有模样，就仗着一脸的肉讨人喜欢，小长脸，腮部特别的胖，像个会说话的葫芦。	Глаза у Лин как у матери, у Ина - как у отца, а носами, говорят, оба в бабушку.
短腿，大肚子，不走道，用脸上的肉与肚子往前摇。	Девочка не красивая, но всем очень нравится.
	Ее пухленькое продолговатое личико напоминает тыковку.
	Короткие ножки, большой животик - она ходит, как уточка, переваливается.
小嘴像个花蓇葖，老带着点水。	Крохотные губки, всегда влажные, похожи на цветок.
不怕人，仰着葫芦脸向人眨巴眼。	Она ничего не боится и всем смотрит смело в лицо.-
英是个楞小子，大眼睛像他爸爸，，楞头磕脑，脖子和脸一样黑，肉不少，可是不显胖，像没长全羽毛的肥公鸡，虽肥而显着细胳臂蜡腿。	Ин смуглый крепыш, не худой и не толстый, и неуклюжий, как неоперившийся петух, - крылья тонкие и ноги тоже.
棉裤似乎刚作好就落伍，比腿短着一大块，可是英满不在乎，裤子越紧，他跳得越欢，一跳把什么都露出来。	Ватные штанишки недавно сшили, но они уже коротки.
老李爱这个黑小子。	Впрочем, малышу это все равно.
“英，赛呀！ 看谁能三口吃一个？	Чем теснее штаны, тем веселее он прыгает.
	Лао Ли любит этого смуглого крепыша. - Ин, ну-ка, давай наперегонки, кто быстрее съест лепешку?
	Откусишь раз - получится серп луны, откусишь два раза - выйдет серебряный слиток [[22]: #_ednref22 Серебряный слиток. - В старом Китае серебро ходило в слитках разной формы.], откусишь в третий раз - от лепешки ничего не останется.
看，一口一个月牙，两口一个银锭，三口，没！”	Хорош воспитатель, нечего сказать!
	Ведь сынишка - не волк и не тигр, чтобы глотать еду с такой жадностью!
	Вдруг ему захотелось пить, ноон вспомнил, что воды в доме нет.
	Он налил немного сока от варенья и выпил, однако жажды не утолил, только в горле запершило.
	В гостинице стоило крикнуть, и слуга тотчас приносил чан и воду.
英把黑脸全涨紫了，可是老李差点没噎绿了。	А стал жить с семьей, сколько прибавилось сразу хлопот.
不该鼓舞小孩狼吞虎咽，老李在缓不过气来的工夫想起儿童教育。	Как раз в этот момент старушка хозяйка крикнула и окно:
同时也想起，没有水！	Господин, вода вам нужна?
倒了点蜜饯海棠汁儿喝，不行；急得直扬脖。	Здесь есть чайник кипятка, возьмите.
在公寓里，只须叫一声茶房，茶是茶，水是水；接家眷，麻烦还多着呢！	Лао Ли был ей очень признателен, по от смущения не нашелся, что ответить.
	О госпожа… - Он стал заваривать чай и пока думал, что сказать женщине, она снова заговорила:
正在这个当儿，西屋的老太太在窗外叫：“大爷，你们没水吧？	Чайник оставьте у себя, завтра утром отдадите.
	Вы будете еще выходить на улицу?
这儿一壶开水，给您。”	А то я закрою ворота.
老李心中觉得感激，可是找不到现成的话。	Мы рано ложимся, только стемнеет - сразу в постель.
“呕呕老太太，呕——”把开水拿进来，沏在茶壶里。	Завтра и велю водоносу зайти и к вам.
一边沏，一边想话。	У вас есть бачок?
	Шесть медяков за два ведра.
他还没想好，老太太又发了言：“壶放着吧，明儿早晨再给我。	Можно рассчитываться каждый раз, а можно раз в месяц.
还出去不出去？	Вода хорошая.
	Лао Ли старался осмыслить слова женщины с такой поспешностью, с какой верблюд гнался бы за трамваем.
我可要去关街门啦。	Шесть медяков?
早睡惯了，一黑就想躺下。	Спасибо. Бачок есть.
明儿倒水的来叫他给你们倒一挑儿。	Выходить не будем.
有缸啊？ 六个子儿一挑，零倒；包月也好；甜水。”	Можно закрывать ворота Вместо того чтобы сказать: «Вы не беспокойтесь, я сам закрою».
老李要想赶上老太太的话，有点像骆驼想追电车，“六个子，谢谢，有缸，不出去，上门。”	А детишки у вас премилые и совсем не балованные! - Видимо, перед сном у старухи было бодрое настроение. - Сколько лет старшему?
忘了说，“您歇着吧，我去关门。”	Вы не выпускайте его одного.
“孩子们可真不淘气，多么乖呀！”	На улице такое движение - и телеги и машины, - задавят.
老太太似乎在要就寝的时候精神更大。	У меня и то голова кружится.
“大的几岁了？	Еще не топите?
别叫他们自己出去，街上车马是多的；汽车可霸道，撞葬哪，连我都眼晕，不用说孩子们！	Одевайте их потеплее. Скоро зима, погода капризная - то холодно, то жарко.
	Есть у них теплые курточки?
还没生火哪？	А то я могу сшить.
多给他们穿上点，刚入冬，天气贼滑的呢，忽冷忽热，多穿点保险！	Надену очки и как-нибудь справлюсь.
有厚棉袄啊？	Детям все сойдет, До завтра!
有做不过来的活计，拿来，我给他们做；戴上镜子，粗枝大叶的我还能缝几针呢；反正孩子们也穿不出好来。	Смотрите в уборной поосторожнее, не споткнитесь о кирпичи, огня захватите.
明天见。	До завтра!
上茅房留点神，砖头瓦块的别绊倒；拿个亮儿。 明天见。”	До завтра, госпожа… - сказал Лао Ли, хотел что-то добавить, но передумал.
“明天——老太太，”老李连句整话也没有了。	Ему казалось, что жизнь стала намного лучше.
可是他觉得生活美满多了，公寓里没有老太太来招呼。	В гостинице никто не был к нему так внимателен.
那是买卖，这是人情。	Там все решали деньги, а здесь - человеческое отношение.
喝了碗茶，打了个哈欠，吃了个海棠，甜美！	Выпил чашку чаю, съел яблочко из варенья.
要给英说个故事，想不起；腰有点痛。	Вкусно! Нужно рассказать Пну какую-нибудь историю.
是的，腰疼，因为尽了责任，卖了力气。	Но ничего интересного не приходило на ум.
拿刚才的事说吧，右手烧饼，左手包子，大衣的袋中一大包花生米，中指上挂着铁壶！	Ныла поясница; оно и не удивительно: он с таким рвением выполнял свой долг главы семьи.
	Вспомнить хотя бы, что он проделал за сегодняшний вечер: в правой руке нес лепешки, в левой - пирожки, в карманах пальто - пакеты с орехами, на среднем пальце - чайники.
到底是有家！	Ведь у него семья!
在公寓里这时候正吃完了鸡子炒饭，不是看报，就是独坐剔牙。 太太也过得去，只是鞠躬的样子像纸人往前倒——看了太太一眼。	В гостинице в это время он уже съел бы свою яичницу с рисом и читал газету или, сидя в одиночестве, ковырял в зубах.
菱的小手里拿着半个烧饼，小肉葫芦直向妈妈身上倒，眼已闭上，可还偶尔睁开一点缝。	Жена у него не так уж плоха, только кланяется как-то странно - будто вот-вот упадет.
	Он бросил взгляд на жену.
妈妈嘴中还嚼动着，脸上没有任何表情，搂着孩子微微的向左右摇身，眼睛看着洋蜡的苗。	Обняв ребенка, она покачивалась взад и вперед и, глядя на пламя свечи, продолжала жевать.
老李不敢再看。	Лицо ее ничего не выражало.
高跟鞋，曲线美，肉色丝袜，大红嘴唇，细长眉…… 离李太太有两个世纪！	Лин, не выпуская лепешки из рук, прильнула к матери, глаза у нее слипались.
老李不知是难过好，还是痛快好。	Лао Ли не мог больше смотреть на жену.
	Высокие каблуки, красивое гибкое тело, шелковые чулки телесного цвета, полные красные губы, тонкие брови - это был совсем другой мир, не имеющий отношения к его жене.
他似乎也觉出他的毛病来了——自己没法安排自己。	Лао Ли не знал, огорчаться ему или радоваться, и нервно зевнул.
只好打个哈欠吧，啊——哈——哈。	В конце концов он сам виноват - не может найти своего места в жизни.
英的黑手真热，正捻着爸的手指肚儿看有几个斗，几个簸箕。	Ин пальчиками водил по ладоням отца, его смуглые ручонки были горячими.
“英，该睡了吧？”	Ин, пора спать!
“海棠还没吃完呢。” 英理直气壮的说。	А я еще не доел яблочки, - решительно ответил мальчик.
老李虽然又打了个哈欠，可是反倒不困了。	Лао Ли снова зевнул, хотелось спать, но он крепился.
接了家眷来理当觉出亲密热闹，可是也不知怎么只显着奇怪隔膜与不舒适。	С приездом семьи он надеялся ощутить какую-то теплоту, а чувствовал только отчужденность, ему было неуютно.
屋子里只有一枝洋烛的光亮，在太太眼珠上跳！	Комнату освещала единственная свеча, и пламя ее, отражаясь, прыгало в глазах жены.
